music_neu_3
0 0:0.05 1:0.55 2:0.4 
0 0:0.0833333333333 1:0.916666666667 2:0.0 
0 0:0.272727272727 1:0.636363636364 2:0.0909090909091 
0 0:0.0444444444444 1:0.777777777778 2:0.177777777778 
0 0:0.166666666667 1:0.833333333333 2:0.0 
0 0:0.6 1:0.4 2:0.0 

music_pos_25
-1 0:0.166666666667 1:0.777777777778 2:0.0555555555556 
-1 0:0.0909090909091 1:0.909090909091 2:0.0 
0 0:0.0909090909091 1:0.727272727273 2:0.181818181818 
0 0:0.0227272727273 1:0.568181818182 2:0.409090909091 
0 0:0.1 1:0.85 2:0.05 
0 0:0.0 1:0.928571428571 2:0.0714285714286 
0 0:0.0 1:0.888888888889 2:0.111111111111 
0 0:0.0666666666667 1:0.6 2:0.333333333333 
0 0:0.047619047619 1:0.952380952381 2:0.0 
0 0:0.175 1:0.675 2:0.15 
0 0:0.0 1:1.0 2:0.0 
0 0:0.0666666666667 1:0.8 2:0.133333333333 
0 0:0.0740740740741 1:0.888888888889 2:0.037037037037 
0 0:0.0666666666667 1:0.933333333333 2:0.0 
0 0:0.0 1:0.909090909091 2:0.0909090909091 
0 0:0.0 1:1.0 2:0.0 
0 0:0.185185185185 1:0.666666666667 2:0.148148148148 
0 0:0.181818181818 1:0.818181818182 2:0.0 
0 0:0.0 1:0.7 2:0.3 
0 0:0.1 1:0.6 2:0.3 

music_pos_23
0 0:0.0 1:0.928571428571 2:0.0714285714286 
0 0:0.125 1:0.875 2:0.0 
0 0:0.181818181818 1:0.818181818182 2:0.0 
0 0:0.0 1:0.692307692308 2:0.307692307692 
0 0:0.2 1:0.666666666667 2:0.133333333333 
0 0:0.0 1:1.0 2:0.0 

music_neg_86
0 0:0.454545454545 1:0.363636363636 2:0.181818181818 
0 0:0.2 1:0.8 2:0.0 
0 0:0.214285714286 1:0.785714285714 2:0.0 
0 0:0.173913043478 1:0.826086956522 2:0.0 
0 0:0.5 1:0.5 2:0.0 
0 0:0.5 1:0.5 2:0.0 
0 0:0.8 1:0.2 2:0.0 

electronics_neu_9
0 0:0.148148148148 1:0.814814814815 2:0.037037037037 
0 0:0.318181818182 1:0.636363636364 2:0.0454545454545 
0 0:0.35 1:0.65 2:0.0 
0 0:0.642857142857 1:0.285714285714 2:0.0714285714286 
0 0:0.214285714286 1:0.785714285714 2:0.0 
0 0:0.230769230769 1:0.730769230769 2:0.0384615384615 
0 0:0.333333333333 1:0.666666666667 2:0.0 
0 0:0.0 1:1.0 2:0.0 
0 0:0.583333333333 1:0.416666666667 2:0.0 
0 0:0.333333333333 1:0.5 2:0.166666666667 
0 0:0.0 1:1.0 2:0.0 
0 0:0.153846153846 1:0.846153846154 2:0.0 
0 0:0.25 1:0.75 2:0.0 
0 0:0.5 1:0.5 2:0.0 
0 0:0.25 1:0.75 2:0.0 
0 0:0.142857142857 1:0.857142857143 2:0.0 
0 0:0.47619047619 1:0.52380952381 2:0.0 
0 0:0.0666666666667 1:0.933333333333 2:0.0 
0 0:0.0 1:1.0 2:0.0 
0 0:0.0 1:0.888888888889 2:0.111111111111 
-1 0:0.166666666667 1:0.5 2:0.333333333333 
0 0:0.0833333333333 1:0.833333333333 2:0.0833333333333 
0 0:0.0 1:0.818181818182 2:0.181818181818 
0 0:0.2 1:0.6 2:0.2 
0 0:0.3 1:0.7 2:0.0 
0 0:0.0 1:0.9 2:0.1 
0 0:0.0 1:1.0 2:0.0 
0 0:0.444444444444 1:0.444444444444 2:0.111111111111 
0 0:0.222222222222 1:0.666666666667 2:0.111111111111 
0 0:0.615384615385 1:0.384615384615 2:0.0 

music_pos_3
0 0:0.181818181818 1:0.363636363636 2:0.454545454545 
0 0:0.117647058824 1:0.588235294118 2:0.294117647059 
0 0:0.0 1:0.6875 2:0.3125 
0 0:0.0 1:0.25 2:0.75 
1 0:0.142857142857 1:0.714285714286 2:0.142857142857 
0 0:0.181818181818 1:0.818181818182 2:0.0 
0 0:0.0 1:0.5 2:0.5 
0 0:0.5 1:0.25 2:0.25 
0 0:0.0769230769231 1:0.846153846154 2:0.0769230769231 
-1 0:0.333333333333 1:0.428571428571 2:0.238095238095 
1 0:0.0 1:0.5 2:0.5 

music_neu_101
-1 0:0.117647058824 1:0.852941176471 2:0.0294117647059 
0 0:0.063829787234 1:0.936170212766 2:0.0 
-1 0:0.25 1:0.75 2:0.0 
0 0:0.0833333333333 1:0.875 2:0.0416666666667 
0 0:0.0833333333333 1:0.416666666667 2:0.5 
0 0:0.0 1:0.947368421053 2:0.0526315789474 
0 0:0.4 1:0.6 2:0.0 
0 0:0.117647058824 1:0.823529411765 2:0.0588235294118 
0 0:0.0555555555556 1:0.833333333333 2:0.111111111111 
0 0:0.0833333333333 1:0.916666666667 2:0.0 
0 0:0.394736842105 1:0.526315789474 2:0.0789473684211 
0 0:0.454545454545 1:0.545454545455 2:0.0 
-1 0:1.0 1:0.0 2:0.0 
0 0:0.0833333333333 1:0.916666666667 2:0.0 
-1 0:0.666666666667 1:0.333333333333 2:0.0 
0 0:0.0 1:1.0 2:0.0 
0 0:0.0526315789474 1:0.842105263158 2:0.105263157895 
0 0:0.0 1:1.0 2:0.0 

music_neu_7
0 0:0.0 1:0.933333333333 2:0.0666666666667 
0 0:0.0833333333333 1:0.916666666667 2:0.0 
0 0:0.423076923077 1:0.576923076923 2:0.0 
0 0:0.333333333333 1:0.666666666667 2:0.0 
0 0:0.166666666667 1:0.833333333333 2:0.0 
0 0:0.666666666667 1:0.166666666667 2:0.166666666667 
0 0:0.714285714286 1:0.142857142857 2:0.142857142857 
0 0:0.533333333333 1:0.466666666667 2:0.0 
0 0:0.0833333333333 1:0.833333333333 2:0.0833333333333 
0 0:0.333333333333 1:0.666666666667 2:0.0 

videogames_neu_10
0 0:0.181818181818 1:0.636363636364 2:0.181818181818 
0 0:0.125 1:0.5 2:0.375 
0 0:0.333333333333 1:0.5 2:0.166666666667 
0 0:0.4 1:0.5 2:0.1 
0 0:0.35 1:0.55 2:0.1 
0 0:0.333333333333 1:0.555555555556 2:0.111111111111 
0 0:0.166666666667 1:0.416666666667 2:0.416666666667 
0 0:0.166666666667 1:0.666666666667 2:0.166666666667 

dvds_neu_55
0 0:0.0 1:0.75 2:0.25 
0 0:0.0 1:0.916666666667 2:0.0833333333333 
0 0:0.0 1:1.0 2:0.0 
0 0:0.375 1:0.625 2:0.0 
0 0:0.333333333333 1:0.666666666667 2:0.0 
0 0:0.28 1:0.72 2:0.0 
0 0:0.416666666667 1:0.416666666667 2:0.166666666667 
0 0:0.333333333333 1:0.666666666667 2:0.0 
0 0:0.566666666667 1:0.433333333333 2:0.0 
0 0:0.0 1:1.0 2:0.0 
0 0:0.0714285714286 1:0.928571428571 2:0.0 
0 0:0.333333333333 1:0.666666666667 2:0.0 
0 0:0.0 1:1.0 2:0.0 
0 0:0.0 1:0.75 2:0.25 
0 0:0.0 1:1.0 2:0.0 
0 0:0.0344827586207 1:0.931034482759 2:0.0344827586207 
0 0:0.1 1:0.85 2:0.05 
0 0:0.375 1:0.625 2:0.0 
0 0:0.266666666667 1:0.666666666667 2:0.0666666666667 
0 0:0.0 1:1.0 2:0.0 
0 0:0.0588235294118 1:0.529411764706 2:0.411764705882 
0 0:0.0 1:1.0 2:0.0 
0 0:0.166666666667 1:0.805555555556 2:0.0277777777778 
0 0:0.0 1:1.0 2:0.0 
0 0:0.125 1:0.875 2:0.0 
0 0:0.2 1:0.8 2:0.0 
0 0:0.125 1:0.875 2:0.0 
0 0:0.428571428571 1:0.571428571429 2:0.0 
0 0:0.4 1:0.6 2:0.0 
0 0:0.0869565217391 1:0.826086956522 2:0.0869565217391 

electronics_neg_47
0 0:0.111111111111 1:0.888888888889 2:0.0 
0 0:0.0909090909091 1:0.818181818182 2:0.0909090909091 
0 0:0.0833333333333 1:0.916666666667 2:0.0 
0 0:0.111111111111 1:0.888888888889 2:0.0 
0 0:0.125 1:0.875 2:0.0 
0 0:0.0909090909091 1:0.909090909091 2:0.0 
0 0:0.142857142857 1:0.857142857143 2:0.0 

dvds_pos_33
0 0:0.013698630137 1:0.438356164384 2:0.547945205479 
0 0:0.0 1:0.444444444444 2:0.555555555556 
0 0:0.0714285714286 1:0.928571428571 2:0.0 
0 0:0.125 1:0.833333333333 2:0.0416666666667 
0 0:0.0 1:0.25 2:0.75 
0 0:0.0833333333333 1:0.416666666667 2:0.5 
0 0:0.0 1:1.0 2:0.0 
0 0:0.0 1:0.888888888889 2:0.111111111111 
0 0:0.0 1:0.470588235294 2:0.529411764706 

music_neu_42
0 0:0.0 1:1.0 2:0.0 
-1 0:0.153846153846 1:0.846153846154 2:0.0 
-1 0:0.666666666667 1:0.166666666667 2:0.166666666667 
0 0:0.0357142857143 1:0.892857142857 2:0.0714285714286 
0 0:0.25 1:0.75 2:0.0 
0 0:0.5 1:0.5 2:0.0 
0 0:0.0909090909091 1:0.863636363636 2:0.0454545454545 
-1 0:0.0833333333333 1:0.916666666667 2:0.0 

electronics_pos_59
0 0:0.0 1:0.736842105263 2:0.263157894737 
0 0:0.0833333333333 1:0.583333333333 2:0.333333333333 
0 0:0.166666666667 1:0.277777777778 2:0.555555555556 
0 0:0.2 1:0.5 2:0.3 
0 0:0.142857142857 1:0.285714285714 2:0.571428571429 
0 0:0.166666666667 1:0.666666666667 2:0.166666666667 
0 0:0.05 1:0.9 2:0.05 

electronics_neg_53
0 0:0.285714285714 1:0.714285714286 2:0.0 
0 0:0.666666666667 1:0.333333333333 2:0.0 
0 0:0.444444444444 1:0.555555555556 2:0.0 
0 0:0.333333333333 1:0.666666666667 2:0.0 
0 0:0.214285714286 1:0.642857142857 2:0.142857142857 
0 0:0.4 1:0.6 2:0.0 
0 0:0.4 1:0.6 2:0.0 

electronics_neg_16
0 0:0.142857142857 1:0.857142857143 2:0.0 
0 0:0.1 1:0.6 2:0.3 
0 0:0.481481481481 1:0.518518518519 2:0.0 
0 0:0.5 1:0.375 2:0.125 
0 0:0.428571428571 1:0.571428571429 2:0.0 
0 0:0.4 1:0.4 2:0.2 
0 0:0.416666666667 1:0.583333333333 2:0.0 
0 0:0.466666666667 1:0.533333333333 2:0.0 
0 0:0.833333333333 1:0.166666666667 2:0.0 
0 0:0.25 1:0.75 2:0.0 
0 0:0.0 1:1.0 2:0.0 

music_neu_79
0 0:0.0666666666667 1:0.866666666667 2:0.0666666666667 
0 0:0.25 1:0.625 2:0.125 
0 0:0.0 1:1.0 2:0.0 
0 0:0.1 1:0.75 2:0.15 
0 0:0.0 1:1.0 2:0.0 
0 0:0.0 1:1.0 2:0.0 

books_neg_79
0 0:0.32 1:0.64 2:0.04 
0 0:0.428571428571 1:0.5 2:0.0714285714286 
0 0:0.25 1:0.75 2:0.0 
0 0:0.2 1:0.8 2:0.0 
0 0:0.380952380952 1:0.52380952381 2:0.0952380952381 
0 0:0.444444444444 1:0.555555555556 2:0.0 
0 0:0.193548387097 1:0.709677419355 2:0.0967741935484 
-1 0:0.25 1:0.75 2:0.0 

electronics_neg_21
0 0:0.111111111111 1:0.333333333333 2:0.555555555556 
0 0:0.5 1:0.25 2:0.25 
0 0:0.0 1:1.0 2:0.0 
0 0:0.0 1:0.666666666667 2:0.333333333333 
0 0:0.3 1:0.4 2:0.3 
0 0:0.0 1:1.0 2:0.0 
0 0:0.0625 1:0.5625 2:0.375 
0 0:0.357142857143 1:0.5 2:0.142857142857 
0 0:0.0 1:0.75 2:0.25 

videogames_neg_8
0 0:0.388888888889 1:0.444444444444 2:0.166666666667 
0 0:0.454545454545 1:0.545454545455 2:0.0 
0 0:0.1 1:0.9 2:0.0 
0 0:0.388888888889 1:0.611111111111 2:0.0 
0 0:0.25 1:0.75 2:0.0 
0 0:0.222222222222 1:0.666666666667 2:0.111111111111 
0 0:0.2 1:0.8 2:0.0 
0 0:0.5 1:0.5 2:0.0 
0 0:0.8 1:0.2 2:0.0 

books_pos_31
0 0:0.0 1:0.928571428571 2:0.0714285714286 
0 0:0.0 1:0.5 2:0.5 
0 0:0.0454545454545 1:0.5 2:0.454545454545 
0 0:0.0 1:0.615384615385 2:0.384615384615 
0 0:0.0 1:1.0 2:0.0 
0 0:0.0769230769231 1:0.538461538462 2:0.384615384615 
0 0:0.6 1:0.4 2:0.0 
0 0:0.333333333333 1:0.611111111111 2:0.0555555555556 

dvds_pos_14
0 0:0.0 1:1.0 2:0.0 
0 0:0.0 1:0.965517241379 2:0.0344827586207 
0 0:0.025641025641 1:0.615384615385 2:0.358974358974 
0 0:0.0 1:0.928571428571 2:0.0714285714286 
0 0:0.0434782608696 1:0.869565217391 2:0.0869565217391 
0 0:0.0967741935484 1:0.806451612903 2:0.0967741935484 
0 0:0.0 1:0.888888888889 2:0.111111111111 
0 0:0.0769230769231 1:0.884615384615 2:0.0384615384615 
0 0:0.0540540540541 1:0.891891891892 2:0.0540540540541 
0 0:0.0357142857143 1:0.892857142857 2:0.0714285714286 
0 0:0.0588235294118 1:0.941176470588 2:0.0 
0 0:0.0 1:0.545454545455 2:0.454545454545 
0 0:0.0227272727273 1:0.454545454545 2:0.522727272727 
0 0:0.1 1:0.4 2:0.5 
-1 0:0.0975609756098 1:0.878048780488 2:0.0243902439024 
0 0:0.0 1:1.0 2:0.0 
0 0:0.285714285714 1:0.571428571429 2:0.142857142857 

dvds_neg_10
0 0:0.470588235294 1:0.485294117647 2:0.0441176470588 
0 0:0.1 1:0.8 2:0.1 
0 0:0.0 1:0.931818181818 2:0.0681818181818 
0 0:0.0 1:0.965517241379 2:0.0344827586207 
0 0:0.0 1:1.0 2:0.0 
0 0:0.411764705882 1:0.514705882353 2:0.0735294117647 
-1 0:0.318181818182 1:0.636363636364 2:0.0454545454545 

dvds_pos_67
0 0:0.0 1:1.0 2:0.0 
-1 0:0.105263157895 1:0.842105263158 2:0.0526315789474 
0 0:0.0645161290323 1:0.935483870968 2:0.0 
0 0:0.125 1:0.75 2:0.125 
-1 0:0.333333333333 1:0.666666666667 2:0.0 
0 0:0.567567567568 1:0.351351351351 2:0.0810810810811 
-1 0:0.571428571429 1:0.357142857143 2:0.0714285714286 

books_pos_70
0 0:0.0 1:0.642857142857 2:0.357142857143 
0 0:0.125 1:0.4375 2:0.4375 
0 0:0.0 1:0.777777777778 2:0.222222222222 
0 0:0.0769230769231 1:0.461538461538 2:0.461538461538 
0 0:0.133333333333 1:0.333333333333 2:0.533333333333 
0 0:0.08 1:0.52 2:0.4 
0 0:0.166666666667 1:0.666666666667 2:0.166666666667 
0 0:0.0909090909091 1:0.818181818182 2:0.0909090909091 
0 0:0.0555555555556 1:0.944444444444 2:0.0 
0 0:0.0769230769231 1:0.846153846154 2:0.0769230769231 
0 0:0.0555555555556 1:0.666666666667 2:0.277777777778 

videogames_neu_7
0 0:0.0454545454545 1:0.863636363636 2:0.0909090909091 
0 0:0.333333333333 1:0.666666666667 2:0.0 
0 0:0.125 1:0.875 2:0.0 
0 0:0.176470588235 1:0.705882352941 2:0.117647058824 
0 0:0.222222222222 1:0.777777777778 2:0.0 
0 0:0.0 1:1.0 2:0.0 
0 0:0.0 1:0.8 2:0.2 
0 0:0.5 1:0.5 2:0.0 
0 0:0.222222222222 1:0.777777777778 2:0.0 
0 0:0.3 1:0.6 2:0.1 
0 0:0.0 1:1.0 2:0.0 
0 0:0.1 1:0.8 2:0.1 
0 0:0.214285714286 1:0.571428571429 2:0.214285714286 
0 0:0.111111111111 1:0.222222222222 2:0.666666666667 
0 0:0.0 1:0.6 2:0.4 
0 0:0.2 1:0.4 2:0.4 
0 0:0.0 1:0.714285714286 2:0.285714285714 
0 0:0.0 1:1.0 2:0.0 
0 0:0.125 1:0.875 2:0.0 
0 0:0.135135135135 1:0.783783783784 2:0.0810810810811 
0 0:0.277777777778 1:0.722222222222 2:0.0 
0 0:0.2 1:0.75 2:0.05 
0 0:0.142857142857 1:0.857142857143 2:0.0 
0 0:0.0 1:1.0 2:0.0 
0 0:0.0 1:1.0 2:0.0 
0 0:0.333333333333 1:0.666666666667 2:0.0 
0 0:0.333333333333 1:0.666666666667 2:0.0 
0 0:0.117647058824 1:0.852941176471 2:0.0294117647059 
0 0:0.461538461538 1:0.461538461538 2:0.0769230769231 
0 0:0.5 1:0.5 2:0.0 
0 0:0.214285714286 1:0.714285714286 2:0.0714285714286 
0 0:0.25 1:0.75 2:0.0 
0 0:0.0 1:1.0 2:0.0 
0 0:0.214285714286 1:0.714285714286 2:0.0714285714286 
0 0:0.333333333333 1:0.666666666667 2:0.0 
0 0:0.3 1:0.6 2:0.1 
0 0:0.166666666667 1:0.833333333333 2:0.0 

books_pos_36
0 0:0.2 1:0.8 2:0.0 
0 0:0.0 1:0.8 2:0.2 
0 0:0.0 1:0.888888888889 2:0.111111111111 
0 0:0.333333333333 1:0.666666666667 2:0.0 
0 0:0.1 1:0.9 2:0.0 
0 0:0.147058823529 1:0.823529411765 2:0.0294117647059 

dvds_neu_32
0 0:0.0 1:0.285714285714 2:0.714285714286 
0 0:0.166666666667 1:0.833333333333 2:0.0 
0 0:0.222222222222 1:0.777777777778 2:0.0 
0 0:0.0 1:0.777777777778 2:0.222222222222 
0 0:0.2 1:0.8 2:0.0 
-1 0:0.555555555556 1:0.333333333333 2:0.111111111111 
0 0:0.384615384615 1:0.538461538462 2:0.0769230769231 
0 0:0.111111111111 1:0.777777777778 2:0.111111111111 
0 0:0.307692307692 1:0.615384615385 2:0.0769230769231 
0 0:0.307692307692 1:0.692307692308 2:0.0 
-1 0:0.416666666667 1:0.416666666667 2:0.166666666667 

books_pos_14
0 0:0.0526315789474 1:0.894736842105 2:0.0526315789474 
0 0:0.08 1:0.88 2:0.04 
0 0:0.04 1:0.72 2:0.24 
0 0:0.0625 1:0.875 2:0.0625 
0 0:0.0 1:0.862068965517 2:0.137931034483 
0 0:0.0714285714286 1:0.857142857143 2:0.0714285714286 
0 0:0.0285714285714 1:0.971428571429 2:0.0 
0 0:0.0 1:0.272727272727 2:0.727272727273 
0 0:0.111111111111 1:0.488888888889 2:0.4 

electronics_neu_11
0 0:0.0 1:0.875 2:0.125 
0 0:0.375 1:0.5625 2:0.0625 
0 0:0.0769230769231 1:0.384615384615 2:0.538461538462 
0 0:0.416666666667 1:0.458333333333 2:0.125 
0 0:0.25 1:0.75 2:0.0 
0 0:0.384615384615 1:0.538461538462 2:0.0769230769231 
0 0:0.142857142857 1:0.428571428571 2:0.428571428571 

music_pos_13
0 0:0.0769230769231 1:0.846153846154 2:0.0769230769231 
0 0:0.0 1:1.0 2:0.0 
0 0:0.0 1:1.0 2:0.0 
0 0:0.0 1:0.733333333333 2:0.266666666667 
0 0:0.0 1:0.666666666667 2:0.333333333333 
0 0:0.0 1:0.5 2:0.5 
0 0:0.0 1:0.6 2:0.4 
0 0:0.0 1:0.833333333333 2:0.166666666667 
0 0:0.05 1:0.7 2:0.25 
1 0:0.166666666667 1:0.666666666667 2:0.166666666667 
0 0:0.0 1:0.909090909091 2:0.0909090909091 
0 0:0.2 1:0.8 2:0.0 
0 0:0.0 1:0.666666666667 2:0.333333333333 
0 0:0.0 1:0.666666666667 2:0.333333333333 
0 0:0.0666666666667 1:0.666666666667 2:0.266666666667 
-1 0:0.1 1:0.6 2:0.3 
0 0:0.0 1:0.5 2:0.5 
0 0:0.142857142857 1:0.571428571429 2:0.285714285714 
0 0:0.0 1:0.928571428571 2:0.0714285714286 
0 0:0.0 1:0.75 2:0.25 
0 0:0.0 1:0.428571428571 2:0.571428571429 
0 0:0.0 1:0.75 2:0.25 
0 0:0.142857142857 1:0.857142857143 2:0.0 
0 0:0.0 1:0.7 2:0.3 
0 0:0.0 1:0.5 2:0.5 
0 0:0.0 1:1.0 2:0.0 

music_pos_34
0 0:0.117647058824 1:0.764705882353 2:0.117647058824 
0 0:0.0714285714286 1:0.928571428571 2:0.0 
0 0:0.0238095238095 1:0.928571428571 2:0.047619047619 
0 0:0.0 1:0.85 2:0.15 
0 0:0.0 1:1.0 2:0.0 
0 0:0.1 1:0.7 2:0.2 
-1 0:0.4 1:0.6 2:0.0 

videogames_pos_50
0 0:0.166666666667 1:0.583333333333 2:0.25 
0 0:0.166666666667 1:0.5 2:0.333333333333 
0 0:0.0909090909091 1:0.545454545455 2:0.363636363636 
0 0:0.2 1:0.4 2:0.4 
0 0:0.117647058824 1:0.470588235294 2:0.411764705882 
0 0:0.153846153846 1:0.538461538462 2:0.307692307692 
0 0:0.142857142857 1:0.571428571429 2:0.285714285714 
0 0:0.333333333333 1:0.666666666667 2:0.0 
0 0:0.25 1:0.5 2:0.25 
0 0:0.166666666667 1:0.666666666667 2:0.166666666667 
0 0:0.210526315789 1:0.421052631579 2:0.368421052632 
0 0:0.0 1:1.0 2:0.0 
0 0:0.0 1:0.75 2:0.25 
-1 0:0.421052631579 1:0.421052631579 2:0.157894736842 

books_neg_55
0 0:0.307692307692 1:0.692307692308 2:0.0 
0 0:0.25 1:0.75 2:0.0 
0 0:0.0 1:1.0 2:0.0 
0 0:0.333333333333 1:0.666666666667 2:0.0 
0 0:0.25 1:0.625 2:0.125 
0 0:0.0909090909091 1:0.909090909091 2:0.0 

books_pos_81
0 0:0.0909090909091 1:0.727272727273 2:0.181818181818 
0 0:0.222222222222 1:0.777777777778 2:0.0 
0 0:0.0833333333333 1:0.75 2:0.166666666667 
0 0:0.0454545454545 1:0.681818181818 2:0.272727272727 
0 0:0.05 1:0.9 2:0.05 
0 0:0.0833333333333 1:0.666666666667 2:0.25 
0 0:0.0 1:0.818181818182 2:0.181818181818 
0 0:0.111111111111 1:0.666666666667 2:0.222222222222 
0 0:0.142857142857 1:0.857142857143 2:0.0 
0 0:0.0 1:0.714285714286 2:0.285714285714 
0 0:0.2 1:0.4 2:0.4 
0 0:0.0 1:0.545454545455 2:0.454545454545 
0 0:0.333333333333 1:0.6 2:0.0666666666667 
0 0:0.5 1:0.5 2:0.0 
0 0:0.428571428571 1:0.428571428571 2:0.142857142857 
0 0:0.222222222222 1:0.666666666667 2:0.111111111111 
0 0:0.714285714286 1:0.285714285714 2:0.0 
0 0:0.0 1:1.0 2:0.0 
0 0:0.125 1:0.75 2:0.125 
0 0:0.111111111111 1:0.888888888889 2:0.0 
0 0:0.0 1:0.75 2:0.25 
0 0:0.0 1:1.0 2:0.0 
0 0:0.25 1:0.75 2:0.0 
0 0:0.1 1:0.5 2:0.4 
0 0:0.0 1:0.6 2:0.4 
0 0:0.0 1:0.666666666667 2:0.333333333333 
0 0:0.0 1:1.0 2:0.0 

electronics_pos_70
0 0:0.0 1:1.0 2:0.0 
0 0:0.0 1:1.0 2:0.0 
0 0:0.8 1:0.2 2:0.0 
0 0:0.625 1:0.125 2:0.25 
0 0:0.0 1:1.0 2:0.0 
0 0:0.0 1:1.0 2:0.0 

dvds_pos_6
0 0:0.0428571428571 1:0.414285714286 2:0.542857142857 
0 0:0.0 1:0.927536231884 2:0.0724637681159 
0 0:0.0227272727273 1:0.886363636364 2:0.0909090909091 
0 0:0.0487804878049 1:0.90243902439 2:0.0487804878049 
0 0:0.06 1:0.4 2:0.54 
0 0:0.0882352941176 1:0.441176470588 2:0.470588235294 
0 0:0.0645161290323 1:0.467741935484 2:0.467741935484 
0 0:0.0 1:0.5 2:0.5 
0 0:0.142857142857 1:0.571428571429 2:0.285714285714 

videogames_neg_24
0 0:0.0 1:1.0 2:0.0 
0 0:0.25 1:0.5 2:0.25 
0 0:0.125 1:0.625 2:0.25 
0 0:0.111111111111 1:0.777777777778 2:0.111111111111 
0 0:0.105263157895 1:0.894736842105 2:0.0 
0 0:0.375 1:0.625 2:0.0 
-1 0:0.4 1:0.6 2:0.0 
-1 0:0.5 1:0.5 2:0.0 
-1 0:0.545454545455 1:0.454545454545 2:0.0 
-1 0:0.538461538462 1:0.461538461538 2:0.0 
-1 0:0.15625 1:0.78125 2:0.0625 
0 0:0.407407407407 1:0.555555555556 2:0.037037037037 

books_neg_138
0 0:0.416666666667 1:0.333333333333 2:0.25 
0 0:0.125 1:0.875 2:0.0 
0 0:0.1 1:0.8 2:0.1 
0 0:0.0 1:1.0 2:0.0 
0 0:0.235294117647 1:0.764705882353 2:0.0 
0 0:0.2 1:0.8 2:0.0 
0 0:0.111111111111 1:0.888888888889 2:0.0 

books_pos_0
0 0:0.125 1:0.875 2:0.0 
0 0:0.0 1:0.857142857143 2:0.142857142857 
0 0:0.125 1:0.5 2:0.375 
0 0:0.0 1:0.875 2:0.125 
0 0:0.0 1:1.0 2:0.0 
-1 0:0.5 1:0.0 2:0.5 

electronics_neu_40
0 0:0.0 1:0.5 2:0.5 
0 0:0.125 1:0.5 2:0.375 
0 0:0.483870967742 1:0.483870967742 2:0.0322580645161 
0 0:0.0 1:1.0 2:0.0 
0 0:0.0 1:1.0 2:0.0 
0 0:0.0 1:0.833333333333 2:0.166666666667 

electronics_pos_33
0 0:0.230769230769 1:0.769230769231 2:0.0 
0 0:0.115384615385 1:0.461538461538 2:0.423076923077 
0 0:0.166666666667 1:0.666666666667 2:0.166666666667 
0 0:0.115384615385 1:0.730769230769 2:0.153846153846 
0 0:0.214285714286 1:0.714285714286 2:0.0714285714286 
0 0:0.0 1:1.0 2:0.0 
0 0:0.0769230769231 1:0.923076923077 2:0.0 
0 0:0.0 1:0.5 2:0.5 
0 0:0.181818181818 1:0.454545454545 2:0.363636363636 
0 0:0.214285714286 1:0.642857142857 2:0.142857142857 
0 0:0.333333333333 1:0.333333333333 2:0.333333333333 
0 0:0.6 1:0.4 2:0.0 
0 0:0.375 1:0.625 2:0.0 
0 0:0.333333333333 1:0.583333333333 2:0.0833333333333 
0 0:0.263157894737 1:0.736842105263 2:0.0 
0 0:0.1 1:0.9 2:0.0 
0 0:0.454545454545 1:0.545454545455 2:0.0 
0 0:0.444444444444 1:0.555555555556 2:0.0 
0 0:0.0588235294118 1:0.882352941176 2:0.0588235294118 
0 0:0.222222222222 1:0.777777777778 2:0.0 
0 0:0.130434782609 1:0.782608695652 2:0.0869565217391 
0 0:0.111111111111 1:0.888888888889 2:0.0 
0 0:0.0 1:0.909090909091 2:0.0909090909091 
0 0:0.352941176471 1:0.647058823529 2:0.0 
0 0:0.111111111111 1:0.888888888889 2:0.0 
0 0:0.142857142857 1:0.428571428571 2:0.428571428571 
0 0:0.0625 1:0.875 2:0.0625 
0 0:0.105263157895 1:0.842105263158 2:0.0526315789474 

dvds_neg_26
0 0:0.363636363636 1:0.545454545455 2:0.0909090909091 
-1 0:0.666666666667 1:0.333333333333 2:0.0 
0 0:0.0 1:0.666666666667 2:0.333333333333 
0 0:0.375 1:0.625 2:0.0 
0 0:0.25 1:0.5 2:0.25 
0 0:0.1875 1:0.8125 2:0.0 
0 0:0.4 1:0.6 2:0.0 
0 0:0.111111111111 1:0.888888888889 2:0.0 
0 0:0.315789473684 1:0.684210526316 2:0.0 
0 0:0.0 1:1.0 2:0.0 
0 0:0.285714285714 1:0.571428571429 2:0.142857142857 
0 0:0.428571428571 1:0.571428571429 2:0.0 
0 0:0.142857142857 1:0.714285714286 2:0.142857142857 
0 0:0.0 1:0.888888888889 2:0.111111111111 
0 0:0.384615384615 1:0.615384615385 2:0.0 
0 0:0.3 1:0.6 2:0.1 
0 0:0.0344827586207 1:0.965517241379 2:0.0 
0 0:0.0 1:1.0 2:0.0 
0 0:0.0 1:1.0 2:0.0 
0 0:0.125 1:0.875 2:0.0 
0 0:0.5 1:0.5 2:0.0 
0 0:0.0769230769231 1:0.769230769231 2:0.153846153846 
0 0:0.0 1:0.909090909091 2:0.0909090909091 
0 0:0.0 1:1.0 2:0.0 
0 0:0.230769230769 1:0.769230769231 2:0.0 
0 0:0.142857142857 1:0.785714285714 2:0.0714285714286 
